s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 3.3004776E+001, 9.8529306E+003,-2.8632956E+003,-3.1220485E+003,-9.9448722E+002,-4.6444030E-001, 0.0000000E+000, 0.0000000E+000, 2.8550467E+003, 2.8726349E+003, 5.9745360E+001, 2.2861396E-001, 0.0000000E+000
 3.4002060E+001, 1.0051160E+004,-3.0162694E+003,-3.0999387E+003,-1.0179508E+003,-4.6738570E-001, 0.0000000E+000, 0.0000000E+000, 2.8794790E+003, 2.9165340E+003, 5.9745360E+001, 2.2873878E-001, 0.0000000E+000
 3.5004471E+001, 9.8458041E+003,-2.8856346E+003,-3.1362995E+003,-1.0078486E+003,-4.5962299E-001, 0.0000000E+000, 0.0000000E+000, 2.7831012E+003, 2.8155617E+003, 5.9745360E+001, 2.2884086E-001, 0.0000000E+000
 3.6003620E+001, 1.0347156E+004,-3.1090887E+003,-3.0659125E+003,-1.0484648E+003,-4.6951287E-001, 0.0000000E+000, 0.0000000E+000, 3.1412006E+003, 3.1232209E+003, 5.9745360E+001, 2.2892459E-001, 0.0000000E+000
 3.7004173E+001, 9.9923462E+003,-2.9878930E+003,-3.1283312E+003,-1.0246214E+003,-4.7263381E-001, 0.0000000E+000, 0.0000000E+000, 2.7459445E+003, 2.8510279E+003, 5.9745360E+001, 2.2899309E-001, 0.0000000E+000
 3.8001213E+001, 1.0211221E+004,-3.0385524E+003,-3.5006274E+003,-1.0283746E+003,-4.7136397E-001, 0.0000000E+000, 0.0000000E+000, 2.7385849E+003, 2.6431957E+003, 5.9745360E+001, 2.2904913E-001, 0.0000000E+000
 3.9000790E+001, 9.6841076E+003,-2.8869848E+003,-3.1883621E+003,-1.0275260E+003,-4.7528207E-001, 0.0000000E+000, 0.0000000E+000, 2.4420901E+003, 2.5807594E+003, 5.9745360E+001, 2.2909503E-001, 0.0000000E+000
 4.0000244E+001, 9.9148442E+003,-2.9484579E+003,-3.3475021E+003,-1.0421139E+003,-4.7094373E-001, 0.0000000E+000, 0.0000000E+000, 2.6183331E+003, 2.5762994E+003, 5.9745360E+001, 2.2913266E-001, 0.0000000E+000
 4.1004936E+001, 1.0043870E+004,-3.0705723E+003,-3.3100574E+003,-1.0626684E+003,-4.7440486E-001, 0.0000000E+000, 0.0000000E+000, 2.5782869E+003, 2.6000976E+003, 5.9745360E+001, 2.2916355E-001, 0.0000000E+000
 4.2001945E+001, 1.0051515E+004,-3.0450779E+003,-3.5030548E+003,-1.0533854E+003,-4.7260221E-001, 0.0000000E+000, 0.0000000E+000, 2.4425084E+003, 2.4495240E+003, 5.9745360E+001, 2.2918881E-001, 0.0000000E+000
 4.3003479E+001, 9.8866010E+003,-3.0276121E+003,-3.4926217E+003,-1.0559602E+003,-4.7173324E-001, 0.0000000E+000, 0.0000000E+000, 2.3063154E+003, 2.3099353E+003, 5.9745360E+001, 2.2920945E-001, 0.0000000E+000
 4.4000435E+001, 9.9433458E+003,-3.0275218E+003,-3.6307047E+003,-1.0899484E+003,-4.7196181E-001, 0.0000000E+000, 0.0000000E+000, 2.1573981E+003, 2.1946990E+003, 5.9745360E+001, 2.2922636E-001,-6.4049241E-292
 4.5001400E+001, 9.8873191E+003,-3.0220288E+003,-3.7813071E+003,-1.1063083E+003,-4.6904742E-001, 0.0000000E+000, 0.0000000E+000, 1.9737227E+003, 1.9772059E+003, 5.9745360E+001, 2.2924020E-001,-1.4843786E-273
 4.6003380E+001, 1.0278683E+004,-3.1310647E+003,-3.6767536E+003,-1.1283335E+003,-4.7475657E-001, 0.0000000E+000, 0.0000000E+000, 2.2922571E+003, 2.3420560E+003, 5.9745360E+001, 2.2925156E-001,-8.3381386E-254
 4.7001705E+001, 1.0009106E+004,-3.0758235E+003,-3.8699376E+003,-1.1363534E+003,-4.6966289E-001, 0.0000000E+000, 0.0000000E+000, 1.9776650E+003, 1.9265218E+003, 5.9745360E+001, 2.2926085E-001,-1.4022518E-236
 4.8002441E+001, 9.7980832E+003,-3.0400987E+003,-3.5421799E+003,-1.1030721E+003,-4.7259413E-001, 0.0000000E+000, 0.0000000E+000, 2.0260123E+003, 2.1122599E+003, 5.9745360E+001, 2.2926845E-001,-1.2611739E-220
