s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 1.9009083E+001, 3.3767314E+004,-1.0360454E+004,-1.1968262E+004,-1.9764961E+003,-1.8077135E+000, 0.0000000E+000, 0.0000000E+000, 7.6442649E+003, 9.4602947E+003, 1.4936341E+002, 8.7297366E-001, 0.0000000E+000
 2.0006794E+001, 4.2176085E+004,-1.2179145E+004,-1.6666155E+004,-2.3512609E+003,-1.8668449E+000, 0.0000000E+000, 0.0000000E+000, 1.2322999E+004, 1.0977657E+004, 1.4936341E+002, 8.8085083E-001, 0.0000000E+000
 2.1003872E+001, 3.4253605E+004,-1.0689375E+004,-1.2136185E+004,-1.9549326E+003,-1.8309945E+000, 0.0000000E+000, 0.0000000E+000, 7.4500110E+003, 9.4712812E+003, 1.4936341E+002, 8.8732279E-001, 0.0000000E+000
 2.2002968E+001, 4.2841551E+004,-1.2494320E+004,-1.9402934E+004,-2.4514707E+003,-1.8688632E+000, 0.0000000E+000, 0.0000000E+000, 9.7611941E+003, 8.4909572E+003, 1.4936341E+002, 8.9265624E-001, 0.0000000E+000
 2.3006708E+001, 3.4220722E+004,-1.0698212E+004,-1.4912294E+004,-2.1098464E+003,-1.8321860E+000, 0.0000000E+000, 0.0000000E+000, 4.4457869E+003, 6.4985381E+003, 1.4936341E+002, 8.9706704E-001, 0.0000000E+000
 2.4004923E+001, 4.4437778E+004,-1.3448695E+004,-2.0215108E+004,-2.6549841E+003,-1.8968202E+000, 0.0000000E+000, 0.0000000E+000, 9.7236820E+003, 8.1170940E+003, 1.4936341E+002, 9.0068896E-001, 0.0000000E+000
 2.5003759E+001, 3.4789410E+004,-1.0762966E+004,-1.5564705E+004,-2.1371895E+003,-1.8703277E+000, 0.0000000E+000, 0.0000000E+000, 4.3799733E+003, 6.3226797E+003, 1.4936341E+002, 9.0366015E-001, 0.0000000E+000
 2.6003613E+001, 4.4960295E+004,-1.3997576E+004,-2.2192455E+004,-2.5443921E+003,-1.9087498E+000, 0.0000000E+000, 0.0000000E+000, 7.4057716E+003, 6.2239625E+003, 1.4936341E+002, 9.0610061E-001, 0.0000000E+000
 2.7006306E+001, 3.2420897E+004,-1.0042024E+004,-1.7000391E+004,-2.0866800E+003,-1.8272085E+000, 0.0000000E+000, 0.0000000E+000, 1.5882040E+003, 3.2899749E+003, 1.4936341E+002, 9.0810740E-001, 0.0000000E+000
 2.8003588E+001, 4.5122091E+004,-1.4202485E+004,-2.2864265E+004,-2.5991884E+003,-1.8733299E+000, 0.0000000E+000, 0.0000000E+000, 6.6036508E+003, 5.4542787E+003, 1.4936341E+002, 9.0975214E-001, 0.0000000E+000
